associated_gene,totalN,novelN
TFAP4,20,10
TFB1M,84,46
TFB2M,67,39
TFCP2,135,62
TFDP1,241,193
TFDP2,336,240
TFDP3,1,0
TFE3,74,43
TFEB,17,0
TFEC,4,2
TFF3,6,1
TFG,259,135
TFIP11,133,75
TFPI,57,16
TFPI2,5,1
TFPT,25,11
TFR2,90,66
TFRC,89,33
TG,9,0
TGDS,46,29
TGFA,12,2
TGFB1,33,24
TGFB1I1,44,21
TGFB2,63,9
TGFB3,34,18
TGFBI,59,28
TGFBR1,29,6
TGFBR2,28,4
TGFBR3,8,2
TGFBR3L,42,22
TGFBRAP1,67,46
TGIF1,95,35
TGIF2,45,28
TGIF2-RAB5IF,4,0
TGM1,6,2
TGM2,39,13
TGM3,5,1
TGOLN2,116,53
TGS1,177,135
TH,10,2
THADA,103,52
THAP1,69,24
THAP10,21,6
THAP11,31,6
THAP12,55,22
THAP2,56,14
THAP3,97,57
THAP4,56,45
THAP5,134,47
THAP6,104,56
THAP7,59,33
THAP8,227,200
THAP9,44,18
THBD,24,0
THBS1,82,7
THBS2,65,6
THBS3,71,34
THBS4,98,42
THEG,3,0
THEM4,93,29
THEM5,2,1
THEM6,39,26
THEMIS,21,6
THEMIS2,35,9
THG1L,39,8
THNSL1,60,19
THNSL2,84,44
THOC1,320,189
THOC2,338,165
THOC3,131,98
THOC5,172,91
THOC6,126,99
THOC7,241,179
THOP1,126,68
THPO,14,10
THRA,246,197
THRAP3,416,300
THRB,76,29
THSD1,53,35
THSD4,2,1
THSD7A,90,21
THSD7B,43,13
THSD8,1,0
THTPA,85,41
THUMPD1,102,47
THUMPD2,175,105
THUMPD3,216,121
THY1,419,349
THYN1,247,200
TIA1,593,373
TIAL1,450,260
TIAM1,91,24
TIAM2,358,212
TICAM1,3,1
TICAM2,19,19
TICRR,50,6
TIE1,60,27
TIFA,31,4
TIGAR,49,25
TIGD1,35,12
TIGD2,11,1
TIGD3,6,2
TIGD4,20,4
TIGD5,65,0
TIGD6,29,4
TIGD7,46,11
TIGIT,1,0
TIMD4,2,1
TIMELESS,136,69
TIMM10,62,43
TIMM10B,64,26
TIMM13,56,41
TIMM17A,190,148
TIMM17B,107,84
TIMM21,192,117
TIMM22,39,15
TIMM23,198,175
TIMM23B,65,21
TIMM23B-AGAP6,59,58
TIMM29,48,40
TIMM44,113,76
TIMM50,279,220
TIMM8A,45,20
TIMM8B,54,20
TIMM9,143,78
TIMMDC1,230,148
TIMP1,44,29
TIMP2,27,10
TIMP3,35,3
TIMP4,21,9
TINAG,3,3
TINAGL1,13,6
TINCR,10,3
TINF2,202,116
TIPARP,35,2
TIPIN,143,95
TIPRL,199,188
TIRAP,49,30
TJAP1,123,89
TJP1,143,21
TJP2,144,18
TJP3,3,1
TK1,49,28
TK2,82,16
TKFC,116,69
TKT,383,322
TKTL1,73,37
TKTL2,3,0
TLCD1,17,8
TLCD3A,54,43
TLCD3B,84,75
TLCD4,23,2
TLCD4-RWDD3,2,2
TLCD5,71,26
TLDC2,5,3
TLE1,144,94
TLE2,58,35
TLE3,142,51
TLE4,161,77
TLE5,242,215
TLE6,51,30
TLK1,180,28
TLK2,172,29
TLL1,5,1
TLL2,21,12
TLN1,131,44
TLN2,385,144
TLNRD1,58,0
TLR1,9,2
TLR10,6,2
TLR2,4,1
TLR3,10,0
TLR4,18,0
TLR5,4,2
TLR6,1,0
TLR7,4,0
TLX2,1,1
TM2D1,226,207
TM2D2,165,89
TM2D3,196,129
TM4SF1,48,32
TM4SF18,28,7
TM4SF19-DYNLT2B,15,15
TM6SF1,146,80
TM6SF2,14,11
TM7SF2,257,181
TM7SF3,123,80
TM9SF1,120,55
TM9SF2,390,267
TM9SF3,144,29
TM9SF4,204,112
TMA16,106,53
TMA7,158,148
TMBIM1,95,79
TMBIM4,305,229
TMBIM6,497,437
TMC1,2,1
TMC2,65,45
TMC4,5,0
TMC5,3,0
TMC6,51,14
TMC7,42,10
TMC8,4,1
TMCC1,76,40
TMCC2,71,17
TMCC3,32,6
TMCO1,216,146
TMCO3,237,128
TMCO4,12,6
TMCO6,68,33
TMED1,32,18
TMED10,161,116
TMED2,138,110
TMED3,27,13
TMED4,194,164
TMED5,96,44
TMED7,70,13
TMED7-TICAM2,6,2
TMED8,25,10
TMED9,130,110
TMEFF1,154,88
TMEFF2,219,143
TMEM100,15,8
TMEM101,41,22
TMEM102,2,0
TMEM104,29,12
TMEM106A,6,1
TMEM106B,132,67
TMEM106C,236,144
TMEM107,74,43
TMEM108,202,88
TMEM109,32,19
TMEM11,54,32
TMEM115,31,23
TMEM116,109,87
TMEM117,27,6
TMEM119,3,1
TMEM120A,200,151
TMEM120B,48,31
TMEM121,2,1
TMEM121B,3,1
TMEM123,134,90
TMEM125,16,8
TMEM126A,68,29
TMEM126B,158,81
TMEM127,68,39
TMEM128,104,75
TMEM129,54,31
TMEM130,114,67
TMEM131,93,28
TMEM131L,180,81
TMEM132A,67,26
TMEM132B,88,10
TMEM132C,39,2
TMEM132D,18,7
TMEM132E,9,3
TMEM134,123,90
TMEM135,132,67
TMEM138,108,73
TMEM139,17,3
TMEM140,5,1
TMEM141,91,65
TMEM143,55,30
TMEM144,156,89
TMEM145,83,49
TMEM147,113,76
TMEM14A,235,202
TMEM14B,291,246
TMEM14C,119,97
TMEM150A,67,41
TMEM150C,129,85
TMEM151A,18,15
TMEM151B,57,56
TMEM154,5,0
TMEM156,8,5
TMEM158,20,5
TMEM160,37,33
TMEM161A,90,58
TMEM161B,158,95
TMEM163,56,30
TMEM164,19,12
TMEM165,151,57
TMEM167A,411,336
TMEM167B,55,32
TMEM168,75,16
TMEM169,37,13
TMEM17,39,17
TMEM170A,92,61
TMEM170B,13,1
TMEM171,11,2
TMEM175,246,183
TMEM176A,48,20
TMEM176B,48,31
TMEM177,50,38
TMEM178A,119,74
TMEM178B,17,15
TMEM179,27,18
TMEM179B,121,75
TMEM18,109,68
TMEM181,76,62
TMEM182,50,17
TMEM183A,314,255
TMEM184B,101,72
TMEM184C,150,85
TMEM185A,107,75
TMEM185B,87,0
TMEM186,75,67
TMEM187,9,4
TMEM19,176,114
TMEM190,6,6
TMEM191B,62,25
TMEM191C,74,30
TMEM192,46,21
TMEM196,118,65
TMEM198,68,28
TMEM199,167,113
TMEM200A,43,1
TMEM200C,2,2
TMEM201,59,15
TMEM203,17,0
TMEM204,19,2
TMEM205,92,72
TMEM208,86,49
TMEM209,89,41
TMEM213,1,1
TMEM214,104,81
TMEM215,7,0
TMEM216,115,75
TMEM217,10,0
TMEM218,168,117
TMEM219,125,58
TMEM220,37,21
TMEM221,11,9
TMEM222,97,65
TMEM223,16,5
TMEM225B,4,2
TMEM229A,27,0
TMEM229B,12,4
TMEM230,279,226
TMEM231,139,126
TMEM232,76,44
TMEM233,9,2
TMEM234,122,84
TMEM235,27,11
TMEM237,156,101
TMEM238,2,0
TMEM238L,2,1
TMEM240,15,3
TMEM241,188,164
TMEM242,107,59
TMEM243,36,15
TMEM244,5,3
TMEM245,65,18
TMEM248,72,18
TMEM249,18,3
TMEM25,348,259
TMEM250,16,2
TMEM253,13,10
TMEM254,146,85
TMEM255A,13,3
TMEM255B,18,10
TMEM256,72,60
TMEM256-PLSCR3,11,8
TMEM258,93,55
TMEM259,54,34
TMEM26,1,1
TMEM260,88,44
TMEM263,49,14
TMEM265,35,6
TMEM266,12,2
TMEM267,84,35
TMEM268,82,26
TMEM269,1,1
TMEM271,38,0
TMEM272,4,0
TMEM273,31,24
TMEM30A,172,89
TMEM31,5,5
TMEM33,95,23
TMEM35A,117,104
TMEM35B,14,4
TMEM37,5,0
TMEM38A,29,11
TMEM38B,90,52
TMEM39A,100,95
TMEM39B,185,108
TMEM40,4,2
TMEM41A,51,27
TMEM41B,107,42
TMEM42,76,61
TMEM43,152,79
TMEM44,81,44
TMEM45A,31,15
TMEM45B,20,11
TMEM47,15,5
TMEM50A,306,239
TMEM50B,196,128
TMEM51,19,6
TMEM52,26,12
TMEM52B,12,8
TMEM53,88,33
TMEM54,44,28
TMEM59,424,358
TMEM59L,194,146
TMEM60,18,10
TMEM61,9,5
TMEM62,84,53
TMEM63A,83,29
TMEM63B,131,84
TMEM63C,33,15
TMEM64,24,4
TMEM65,53,8
TMEM67,143,45
TMEM68,164,92
TMEM69,54,32
TMEM70,53,30
TMEM71,10,5
TMEM74,27,9
TMEM74B,27,15
TMEM79,24,13
TMEM80,121,99
TMEM81,17,0
TMEM86A,18,6
TMEM86B,19,1
TMEM87A,209,172
TMEM87B,28,17
TMEM88,8,2
TMEM88B,12,12
TMEM8B,234,125
TMEM9,151,96
TMEM91,112,50
TMEM92,7,4
TMEM94,290,167
TMEM97,88,69
TMEM98,154,100
TMEM9B,95,52
TMF1,252,33
TMIE,38,11
TMIGD2,7,2
TMIGD3,23,11
TMLHE,150,67
TMOD1,162,82
TMOD2,212,127
TMOD3,149,69
TMOD4,1,0
TMPO,490,393
TMPPE,6,3
TMPRSS13,47,40
TMPRSS15,5,2
TMPRSS2,1,1
TMPRSS3,16,8
TMPRSS5,101,71
TMPRSS7,4,3
TMPRSS9,6,1
TMSB10,410,401
TMSB15A,64,55
TMSB15B,261,196
TMSB4X,518,495
TMSB4Y,44,21
TMTC1,78,28
TMTC2,49,14
TMTC3,36,2
TMTC4,326,178
TMUB1,23,11
TMUB2,230,150
TMX1,158,103
TMX2,213,152
TMX3,211,86
TMX4,105,49
TNC,71,28
TNFAIP1,89,46
TNFAIP2,7,1
TNFAIP3,12,2
TNFAIP6,16,3
TNFAIP8,17,3
TNFAIP8L1,56,49
TNFAIP8L2,3,2
TNFAIP8L3,15,9
TNFRSF10A,3,0
TNFRSF10B,26,9
TNFRSF10C,4,0
TNFRSF10D,14,9
TNFRSF11B,18,4
TNFRSF12A,13,3
TNFRSF14,43,33
TNFRSF17,5,1
TNFRSF18,16,9
TNFRSF19,68,33
TNFRSF1A,64,43
TNFRSF1B,11,2
TNFRSF21,52,27
TNFRSF25,61,23
TNFRSF4,11,4
TNFRSF6B,15,4
TNFSF10,29,10
TNFSF12,64,44
TNFSF13,117,67
TNFSF13B,20,5
TNFSF18,3,0
TNFSF4,6,2
TNFSF8,1,0
TNFSF9,11,3
TNIK,319,81
TNIP1,147,91
TNIP2,18,4
TNIP3,12,0
TNK1,26,9
TNK2,37,9
TNKS,205,27
TNKS1BP1,66,15
TNKS2,112,31
TNMD,3,2
TNN,4,2
TNNC1,8,4
TNNC2,23,6
TNNI1,5,4
TNNI2,2,1
TNNI3,12,3
TNNI3K,59,24
TNNT1,62,33
TNNT2,142,135
TNNT3,4,4
TNPO1,209,62
TNPO2,106,59
TNPO3,54,17
TNR,54,38
TNRC18,71,21
TNRC6A,139,25
TNRC6B,154,68
TNRC6C,55,5
TNS1,23,1
TNS2,91,25
TNS3,81,62
TNXB,10,0
TOB1,33,22
TOB2,20,10
TOE1,93,57
TOGARAM1,151,27
TOGARAM2,30,10
TOLLIP,217,161
TOM1,179,146
TOM1L1,121,59
TOM1L2,120,75
TOMM20,502,454
TOMM22,96,76
TOMM34,64,44
TOMM40,56,35
TOMM40L,133,79
TOMM5,134,112
TOMM6,57,39
TOMM7,100,84
TOMM70,196,86
TONSL,24,2
TOP1,242,114
TOP1MT,65,37
TOP2A,281,182
TOP2B,661,293
TOP3A,148,83
TOP3B,112,79
TOPBP1,142,48
TOPORS,34,8
TOR1A,107,71
TOR1AIP1,124,66
TOR1AIP2,119,56
TOR1B,61,44
TOR2A,62,24
TOR3A,64,38
TOX,170,66
TOX2,59,24
TOX3,34,11
TOX4,229,108
TP53,56,31
TP53AIP1,4,1
TP53BP1,210,76
TP53BP2,138,58
TP53I11,111,75
TP53I13,66,45
TP53I3,62,29
TP53INP1,17,3
TP53INP2,33,31
TP53RK,40,6
TP53TG3,6,4
TP53TG3B,3,1
TP53TG3C,2,1
TP53TG3D,30,13
TP53TG3E,1,1
TP53TG3F,4,3
TP53TG5,41,34
TP73,7,1
TPBG,23,9
TPBGL,20,0
TPCN1,57,11
TPCN2,55,45
TPD52,534,519
TPD52L1,161,113
TPD52L2,291,153
TPGS1,4,3
TPGS2,390,242
TPH2,8,6
TPI1,674,623
TPK1,48,24
TPM1,384,224
TPM2,123,67
TPM3,1099,934
TPM4,286,187
TPMT,280,234
TPP1,145,64
TPP2,293,112
TPPP,29,15
TPPP2,3,2
TPPP3,58,43
TPR,578,255
TPRA1,101,79
TPRG1L,102,83
TPRKB,219,132
TPRN,29,13
TPSAB1,2,0
TPSB2,5,5
TPST1,119,76
TPST2,60,42
TPT1,1063,957
TPTE2,10,10
TPTEP2-CSNK1E,16,15
TPX2,210,94
TRA2A,321,251
TRA2B,339,227
TRABD,64,29
TRABD2A,35,14
TRABD2B,1,1
TRADD,8,3
TRAF1,19,4
TRAF2,85,64
TRAF3,64,20
TRAF3IP1,116,40
TRAF3IP2,52,23
TRAF3IP3,10,3
TRAF4,60,24
TRAF5,47,12
TRAF6,79,67
TRAF7,178,110
TRAFD1,135,80
TRAIP,68,51
TRAK1,179,125
TRAK2,83,20
TRAM1,148,83
TRAM1L1,51,6
TRAM2,20,6
TRANK1,38,7
TRAP1,239,185
TRAPPC1,84,68
TRAPPC10,95,7
TRAPPC11,213,102
TRAPPC12,108,38
TRAPPC13,214,84
TRAPPC14,68,47
TRAPPC2,169,160
TRAPPC2B,11,4
TRAPPC2L,168,122
TRAPPC3,146,107
TRAPPC3L,1,0
TRAPPC4,145,87
TRAPPC5,56,43
TRAPPC6A,55,46
TRAPPC6B,160,95
TRAPPC8,155,69
TRAPPC9,119,84
TRARG1,1,0
TRDMT1,150,92
TRDN,18,4
TREM1,2,1
TREM2,52,31
TREML1,2,0
TREML2,2,0
TRERF1,33,4
TREX1,35,12
TREX2,20,11
TRH,34,8
TRHDE,66,2
TRIAP1,17,8
TRIB1,27,6
TRIB2,122,53
TRIB3,30,9
TRIL,61,1
TRIM11,21,18
TRIM13,102,63
TRIM14,17,16
TRIM16,132,108
TRIM17,45,30
TRIM2,255,60
TRIM21,31,22
TRIM22,62,34
TRIM23,143,43
TRIM24,256,29
TRIM25,10,3
TRIM26,38,30
TRIM27,56,27
TRIM28,244,207
TRIM29,7,2
TRIM3,116,95
TRIM32,31,22
TRIM33,67,5
TRIM34,12,6
TRIM35,50,28
TRIM36,221,77
TRIM37,408,261
TRIM38,12,2
TRIM39,18,10
TRIM39-RPP21,1,1
TRIM4,75,46
TRIM41,76,25
TRIM44,105,56
TRIM45,54,21
TRIM46,113,66
TRIM47,19,7
TRIM49B,1,0
TRIM49D2,1,1
TRIM5,47,34
TRIM52,48,24
TRIM54,35,13
TRIM56,2,1
TRIM58,6,3
TRIM59,82,37
TRIM6,7,6
TRIM61,17,5
TRIM62,22,12
TRIM63,2,1
TRIM64,1,1
TRIM65,38,27
TRIM66,13,10
TRIM67,17,16
TRIM68,58,36
TRIM69,215,182
TRIM7,8,2
TRIM72,1,1
TRIM73,6,1
TRIM74,7,1
TRIM8,97,69
TRIM9,194,137
TRIML2,2,2
TRIO,507,202
TRIOBP,84,8
TRIP10,59,26
TRIP11,297,87
TRIP12,282,85
TRIP13,97,60
TRIP4,236,171
TRIP6,78,45
TRIQK,160,78
TRIR,171,154
TRIT1,139,85
TRMO,88,65
TRMT1,195,130
TRMT10A,197,96
TRMT10B,165,105
TRMT10C,23,12
TRMT11,241,164
TRMT112,127,89
TRMT12,5,5
TRMT13,165,106
TRMT1L,174,68
TRMT2A,135,85
TRMT2B,89,86
TRMT44,49,16
TRMT5,69,26
TRMT6,93,35
TRMT61A,38,14
TRMT61B,212,179
TRMT9B,86,62
TRMU,224,122
TRNAU1AP,141,78
TRNP1,31,13
TRNT1,148,60
TRO,440,265
TROAP,120,66
TRPA1,5,0
TRPC1,79,26
TRPC3,32,5
TRPC4,125,28
TRPC4AP,281,218
TRPC5,10,1
TRPC5OS,1,1
TRPC6,54,5
TRPC7,8,1
TRPM2,70,11
TRPM3,32,4
TRPM4,65,27
TRPM6,2,1
TRPM7,93,37
TRPM8,3,0
TRPS1,25,0
TRPT1,255,215
TRPV1,33,8
TRPV2,63,39
TRPV3,9,1
TRPV6,2,1
TRRAP,212,58
TRUB1,95,47
TRUB2,124,92
TSACC,8,2
TSC1,263,64
TSC2,583,343
TSC22D1,682,608
TSC22D2,74,8
TSC22D3,95,79
TSC22D4,71,49
TSEN15,166,88
TSEN2,259,116
TSEN34,42,6
TSEN54,75,15
TSFM,91,50
TSG101,302,249
TSGA10,156,75
TSGA10IP,5,3
TSGA13,14,14
TSHR,8,2
TSHZ1,6,1
TSHZ2,1,1
TSHZ3,40,22
TSKS,4,4
TSKU,8,4
TSLP,4,0
TSN,267,151
TSNARE1,146,103
TSNAX,98,62
TSNAX-DISC1,3,0
TSNAXIP1,121,85
TSPAN1,38,28
TSPAN10,6,2
TSPAN11,34,13
TSPAN12,47,29
TSPAN13,304,252
TSPAN14,175,118
TSPAN15,49,23
TSPAN16,9,5
TSPAN17,85,30
TSPAN18,40,5
TSPAN19,39,33
TSPAN2,147,74
TSPAN3,335,235
TSPAN31,166,105
TSPAN33,22,1
TSPAN4,56,22
TSPAN5,117,85
TSPAN6,158,110
TSPAN7,771,726
TSPAN8,5,0
TSPAN9,18,7
TSPEAR,3,2
TSPO,51,35
TSPO2,2,1
TSPOAP1,184,120
TSPYL1,121,121
TSPYL2,288,220
TSPYL4,142,84
TSPYL5,43,22
TSPYL6,4,0
TSR1,216,120
TSR2,216,191
TSR3,32,14
TSSC4,50,20
TSSK1B,2,0
TSSK3,2,2
TSSK6,4,2
TST,13,6
TSTD1,59,37
TSTD2,114,67
TSTD3,80,61
TTBK1,31,8
TTBK2,48,8
TTC1,176,114
TTC12,62,36
TTC13,129,60
TTC14,177,83
TTC16,1,1
TTC17,293,149
TTC19,106,28
TTC21A,48,18
TTC21B,212,38
TTC22,1,0
TTC23,76,47
TTC23L,33,19
TTC24,2,2
TTC26,60,27
TTC27,141,98
TTC28,49,24
TTC29,11,3
TTC3,873,464
TTC30A,100,1
TTC30B,68,0
TTC31,152,100
TTC32,73,32
TTC33,103,34
TTC36,2,2
TTC38,27,13
TTC39A,47,17
TTC39B,59,36
TTC39C,42,6
TTC4,130,70
TTC5,84,47
TTC7A,88,18
TTC7B,127,84
TTC8,140,79
TTC9,34,5
TTC9B,45,40
TTC9C,151,113
TTF1,98,51
TTF2,59,27
TTI1,86,58
TTI2,121,62
TTK,91,30
TTL,67,25
TTLL1,149,95
TTLL11,32,6
TTLL12,101,47
TTLL2,5,5
TTLL3,184,93
TTLL4,120,60
TTLL5,196,97
TTLL6,7,4
TTLL7,217,48
TTLL9,25,15
TTN,32,5
TTPA,13,10
TTPAL,56,22
TTR,15,4
TTYH1,255,168
TTYH2,86,33
TTYH3,35,13
TUB,46,24
TUBA1A,2763,2679
TUBA1B,978,947
TUBA1C,87,71
TUBA3D,11,3
TUBA3E,1,1
TUBA3FP,19,13
TUBA4A,146,110
TUBA4B,5,3
TUBA8,99,45
TUBAL3,1,1
TUBB,256,224
TUBB1,3,0
TUBB2A,622,589
TUBB2B,1355,1295
TUBB3,482,429
TUBB4A,685,648
TUBB4B,185,173
TUBB6,46,27
TUBD1,116,76
TUBE1,191,71
TUBG1,137,91
TUBG2,473,405
TUBGCP2,221,107
TUBGCP3,132,62
TUBGCP4,164,79
TUBGCP5,126,80
TUBGCP6,144,84
TUFM,259,223
TUFT1,41,21
TUG1,65,6
TULP2,3,3
TULP3,80,43
TULP4,73,32
TUNAR,42,15
TUSC1,19,1
TUSC2,69,56
TUSC3,404,276
TUT1,61,31
TUT4,350,141
TUT7,162,39
TVP23A,142,96
TVP23B,126,48
TVP23C,74,29
TVP23C-CDRT4,98,82
TWF1,231,172
TWF2,77,56
TWIST1,12,2
TWIST2,19,3
TWNK,74,23
TWSG1,54,29
TXLNA,75,25
TXLNB,6,3
TXLNG,120,30
TXN,159,132
TXN2,177,146
TXNDC11,54,35
TXNDC12,111,88
TXNDC15,620,542
TXNDC16,99,45
TXNDC17,133,81
TXNDC5,38,23
TXNDC9,152,84
TXNIP,117,79
TXNL1,237,154
TXNL4A,160,112
TXNL4B,54,30
TXNRD1,713,557
TXNRD2,104,79
TXNRD3,25,3
TYK2,117,57
TYMP,11,0
TYMS,62,29
TYRO3,144,115
TYROBP,33,23
TYRP1,31,26
TYSND1,34,12
TYW1,120,58
TYW1B,51,27
TYW3,76,37
TYW5,95,28
U2AF1,215,179
U2AF1L4,256,212
U2AF2,116,95
U2SURP,489,324
UACA,144,48
UAP1,160,74
UAP1L1,14,2
UBA1,730,625
UBA2,364,261
UBA3,525,444
UBA5,345,160
UBA52,377,292
UBA6,184,73
UBA7,48,32
UBAC1,103,62
UBAC2,202,156
UBALD1,30,16
UBALD2,22,8
UBAP1,175,110
UBAP1L,51,1
UBAP2,152,65
UBAP2L,603,417
UBASH3B,33,4
UBB,549,516
UBC,563,519
UBE2A,284,257
UBE2B,202,117
UBE2C,156,124
UBE2D1,162,109
UBE2D2,349,287
UBE2D3,733,700
UBE2D4,134,80
UBE2E1,71,48
UBE2E2,35,16
UBE2E3,242,158
UBE2F,337,235
UBE2F-SCLY,6,3
UBE2G1,163,96
UBE2G2,188,91
UBE2H,70,16
UBE2I,264,192
UBE2J1,120,35
UBE2J2,96,58
UBE2K,221,167
UBE2L3,159,118
UBE2L5,3,3
UBE2L6,114,88
UBE2M,47,39
UBE2N,363,279
UBE2O,88,72
UBE2Q1,91,40
UBE2Q2,125,47
UBE2QL1,26,18
UBE2R2,91,60
UBE2S,51,37
UBE2T,143,114
UBE2U,4,4
UBE2V1,332,247
UBE2V2,374,293
UBE2W,149,58
UBE2Z,86,43
UBE3A,403,127
UBE3B,477,244
UBE3C,129,50
UBE3D,85,46
UBE4A,113,18
UBE4B,215,182
UBFD1,57,24
UBIAD1,59,22
UBL3,100,31
UBL4A,65,44
UBL4B,1,0
UBL5,204,170
UBL7,266,240
UBLCP1,194,121
UBN1,98,10
UBN2,55,9
UBOX5,47,22
UBP1,90,11
UBQLN1,208,84
UBQLN2,135,27
UBQLN4,101,70
UBR1,142,21
UBR2,161,32
UBR3,343,75
UBR4,289,165
UBR5,292,62
UBR7,90,47
UBTD1,18,4
UBTD2,44,22
UBTF,290,155
UBXN1,288,228
UBXN10,32,15
UBXN11,474,438
UBXN2A,176,137
UBXN2B,147,86
UBXN4,320,187
UBXN6,114,75
UBXN7,83,40
UBXN8,73,41
UCHL1,970,902
UCHL3,210,170
UCHL5,433,285
UCK1,117,62
UCK2,67,31
UCKL1,205,186
UCN,9,0
UCP1,3,1
UCP2,48,34
UCP3,3,0
UEVLD,69,32
UFC1,209,179
UFD1,171,125
UFL1,162,101
UFM1,309,256
UFSP1,8,0
UFSP2,241,140
UGCG,60,25
UGDH,165,79
UGGT1,116,65
UGGT2,225,74
UGP2,406,304
UGT3A2,1,0
UGT8,85,25
UHMK1,37,6
UHRF1,110,48
UHRF2,147,39
UIMC1,291,200
ULBP1,11,5
ULBP2,37,21
ULBP3,21,6
ULK1,69,12
ULK2,152,27
ULK3,290,234
ULK4,58,19
UMAD1,92,71
UMPS,114,49
UNC119,77,36
UNC119B,25,12
UNC13A,24,18
UNC13B,159,41
UNC13C,129,21
UNC13D,4,0
UNC45A,156,94
UNC50,165,115
UNC5A,91,34
UNC5B,22,2
UNC5C,20,3
UNC5CL,6,3
UNC5D,13,5
UNC79,180,38
UNC80,147,22
UNC93B1,17,4
UNG,79,48
UNK,71,25
UNKL,40,17
UPF1,85,20
UPF2,169,53
UPF3A,591,386
UPF3B,176,83
UPK1A,2,0
UPK2,26,25
UPK3A,3,1
UPK3BL1,54,37
UPK3BL2,25,6
UPP1,127,52
UPP2,21,20
UPRT,111,57
UQCC1,223,149
UQCC2,123,97
UQCC3,25,17
UQCR10,117,106
UQCR11,142,114
UQCRB,280,197
UQCRC1,457,413
UQCRC2,569,412
UQCRFS1,70,54
UQCRH,178,137
UQCRHL,12,2
UQCRQ,106,81
URB1,103,10
URB2,104,13
URGCP,91,64
URGCP-MRPS24,11,8
URI1,215,78
URM1,85,58
UROC1,1,0
UROD,358,277
UROS,273,224
USB1,88,58
USE1,232,185
USF1,320,279
USF2,120,45
USF3,36,19
USH1C,44,24
USHBP1,14,5
USO1,230,93
USP1,130,46
USP10,382,296
USP11,793,687
USP12,45,13
USP13,27,6
USP14,271,147
USP15,267,101
USP16,284,140
USP17L1,1,0
USP17L20,1,0
USP17L21,2,0
USP17L24,3,0
USP17L25,4,0
USP17L26,2,0
USP17L29,1,0
USP17L30,6,0
USP18,42,18
USP19,133,71
USP2,34,6
USP20,209,104
USP21,198,133
USP22,114,46
USP24,140,80
USP25,149,29
USP27X,25,3
USP28,98,42
USP3,255,139
USP30,90,47
USP31,19,3
USP32,240,89
USP33,418,262
USP34,279,65
USP35,51,9
USP36,88,29
USP37,58,23
USP38,140,12
USP39,209,138
USP4,360,218
USP40,105,40
USP42,51,9
USP43,34,9
USP44,28,17
USP45,72,29
USP46,125,62
USP47,435,109
USP48,298,148
USP49,23,5
USP5,255,178
USP50,7,7
USP53,45,19
USP54,104,40
USP6,10,0
USP6NL,72,10
USP7,926,784
USP8,193,49
USP9X,342,30
USP9Y,198,75
USPL1,121,68
UST,26,1
UTP11,151,102
UTP14A,135,78
UTP14C,21,14
UTP15,80,26
UTP18,193,132
UTP20,89,12
UTP23,123,80
UTP25,143,53
UTP3,67,5
UTP4,259,192
UTP6,327,251
UTRN,160,88
UTS2,5,1
UTS2B,5,3
UTY,201,48
UVRAG,121,51
UVSSA,28,13
UXS1,221,148
UXT,188,159
VAC14,71,44
VAMP1,125,106
VAMP2,274,229
VAMP3,107,54
VAMP4,180,131
VAMP5,12,8
VAMP7,149,90
VAMP8,19,9
VANGL1,11,1
VANGL2,34,13
VAPA,275,183
VAPB,65,31
VARS1,47,13
VARS2,50,17
VASH1,73,15
VASH2,41,13
VASN,4,0
VASP,44,18
VAT1,81,63
VAT1L,52,28
VAV1,21,5
VAV2,78,34
VAV3,11,2
VAX1,1,0
VAX2,5,3
VBP1,182,147
VCAM1,58,12
VCAN,342,55
VCL,92,26
VCP,350,301
VCPIP1,88,2
VCPKMT,114,71
VDAC1,553,491
VDAC2,518,433
VDAC3,584,528
VEGFA,112,15
VEGFB,94,68
VEGFC,18,1
VEGFD,10,0
VEPH1,113,61
VEZF1,75,33
VEZT,443,277
VGF,29,27
VGLL4,97,41
VHL,519,485
VIL1,2,2
VILL,150,78
VIM,2117,1999
VIP,98,53
VIPAS39,165,110
VIPR1,54,34
VIPR2,20,3
VIRMA,202,67
VIT,28,11
VKORC1,48,34
VKORC1L1,33,5
VLDLR,92,22
VMA21,39,21
VMAC,7,2
VMO1,16,6
VMP1,299,211
VN1R1,15,0
VN1R2,2,2
VNN2,2,1
VOPP1,79,58
VPS11,159,93
VPS13A,150,83
VPS13B,376,68
VPS13C,333,40
VPS13D,222,33
VPS16,344,277
VPS18,64,16
VPS25,87,66
VPS26A,228,152
VPS26B,77,20
VPS26C,139,61
VPS28,1025,961
VPS29,351,279
VPS33A,167,89
VPS33B,180,123
VPS35,293,193
VPS35L,422,254
VPS36,244,129
VPS37A,248,164
VPS37B,52,35
VPS37C,32,16
VPS37D,16,9
VPS39,161,75
VPS41,362,177
VPS45,305,179
VPS4A,199,144
VPS4B,156,97
VPS50,236,181
VPS51,163,106
VPS52,68,47
VPS53,193,123
VPS54,98,4
VPS72,358,320
VPS8,197,83
VPS9D1,88,72
VRK1,353,189
VRK2,104,53
VRK3,303,207
VSIG10,47,40
VSIG10L,27,7
VSIG4,40,34
VSIG8,1,0
VSIR,65,46
VSNL1,699,640
VSTM2A,238,118
VSTM2B,41,19
VSTM2L,113,94
VSTM4,16,4
